Municipio,obitos_p/Residência
314535 NOVO ORIENTE DE MINAS,71
314537 NOVORIZONTE,21
314540 OLARIA,11
314545 OLHOS-D'AGUA,41
314550 OLIMPIO NORONHA,21
314560 OLIVEIRA,267
314570 OLIVEIRA FORTES,19
314580 ONCA DE PITANGUI,9
314585 ORATORIOS,40
314587 ORIZANIA,36
314590 OURO BRANCO,162
314600 OURO FINO,248
314610 OURO PRETO,404
314620 OURO VERDE DE MINAS,64
314625 PADRE CARVALHO,42
314630 PADRE PARAISO,165
314640 PAINEIRAS,41
314650 PAINS,67
314655 PAI PEDRO,31
314660 PAIVA,22
314670 PALMA,58
314675 PALMOPOLIS,47
314690 PAPAGAIOS,92
314700 PARACATU,475
314710 PARA DE MINAS,531
314720 PARAGUACU,157
314730 PARAISOPOLIS,124
314740 PARAOPEBA,146
314750 PASSABEM,10
314760 PASSA QUATRO,109
314770 PASSA TEMPO,69
314780 PASSA-VINTE,8
314790 PASSOS,763
314795 PATIS,28
314800 PATOS DE MINAS,848
314810 PATROCINIO,506
314820 PATROCINIO DO MURIAE,43
314830 PAULA CANDIDO,77
314840 PAULISTAS,27
314850 PAVAO,60
314860 PECANHA,105
314870 PEDRA AZUL,172
314875 PEDRA BONITA,40
314880 PEDRA DO ANTA,24
314890 PEDRA DO INDAIA,28
314900 PEDRA DOURADA,13
314910 PEDRALVA,93
314915 PEDRAS DE MARIA DA CRUZ,66
314920 PEDRINOPOLIS,21
314930 PEDRO LEOPOLDO,372
314940 PEDRO TEIXEIRA,8
314950 PEQUERI,20
314960 PEQUI,41
314970 PERDIGAO,53
314980 PERDIZES,65
314990 PERDOES,144
314995 PERIQUITO,60
315000 PESCADOR,54
315010 PIAU,19
315015 PIEDADE DE CARATINGA,50
315020 PIEDADE DE PONTE NOVA,22
315030 PIEDADE DO RIO GRANDE,35
315040 PIEDADE DOS GERAIS,22
315050 PIMENTA,54
315053 PINGO-D'AGUA,24
315057 PINTOPOLIS,46
315060 PIRACEMA,49
315070 PIRAJUBA,32
315080 PIRANGA,125
315090 PIRANGUCU,39
315100 PIRANGUINHO,55
315110 PIRAPETINGA,83
315120 PIRAPORA,348
315130 PIRAUBA,85
315140 PITANGUI,177
315150 PIUMHI,259
315160 PLANURA,63
315170 POCO FUNDO,128
315180 POCOS DE CALDAS,1163
315190 POCRANE,72
315200 POMPEU,219
315210 PONTE NOVA,426
315213 PONTO CHIQUE,35
315217 PONTO DOS VOLANTES,81
315220 PORTEIRINHA,243
315230 PORTO FIRME,69
315240 POTE,111
315250 POUSO ALEGRE,820
315260 POUSO ALTO,67
315270 PRADOS,62
315280 PRATA,179
315290 PRATAPOLIS,91
315300 PRATINHA,19
315310 PRESIDENTE BERNARDES,32
315320 PRESIDENTE JUSCELINO,23
315330 PRESIDENTE KUBITSCHEK,24
315340 PRESIDENTE OLEGARIO,136
315350 ALTO JEQUITIBA,71
315360 PRUDENTE DE MORAIS,57
315370 QUARTEL GERAL,27
315380 QUELUZITO,3
315390 RAPOSOS,110
315400 RAUL SOARES,207
315410 RECREIO,93
315415 REDUTO,48
315420 RESENDE COSTA,85
315430 RESPLENDOR,127
315440 RESSAQUINHA,41
315445 RIACHINHO,32
315450 RIACHO DOS MACHADOS,49
315460 RIBEIRAO DAS NEVES,1424
315470 RIBEIRAO VERMELHO,34
315480 RIO ACIMA,59
315490 RIO CASCA,117
315500 RIO DOCE,17
315510 RIO DO PRADO,35
315520 RIO ESPERA,42
315530 RIO MANSO,15
315540 RIO NOVO,39
315550 RIO PARANAIBA,54
315560 RIO PARDO DE MINAS,153
315570 RIO PIRACICABA,97
315580 RIO POMBA,133
315590 RIO PRETO,42
315600 RIO VERMELHO,73
315610 RITAPOLIS,40
315620 ROCHEDO DE MINAS,11
315630 RODEIRO,59
315640 ROMARIA,18
315645 ROSARIO DA LIMEIRA,34
315650 RUBELITA,48
315660 RUBIM,79
315670 SABARA,722
315680 SABINOPOLIS,118
315690 SACRAMENTO,159
315700 SALINAS,290
315710 SALTO DA DIVISA,46
315720 SANTA BARBARA,167
315725 SANTA BARBARA DO LESTE,54
315727 SANTA BARBARA DO MONTE VERDE,21
315730 SANTA BARBARA DO TUGURIO,29
315733 SANTA CRUZ DE MINAS,58
315737 SANTA CRUZ DE SALINAS,28
315740 SANTA CRUZ DO ESCALVADO,41
315750 SANTA EFIGENIA DE MINAS,22
315760 SANTA FE DE MINAS,18
315765 SANTA HELENA DE MINAS,36
315770 SANTA JULIANA,57
315780 SANTA LUZIA,1180
315790 SANTA MARGARIDA,87
315800 SANTA MARIA DE ITABIRA,81
315810 SANTA MARIA DO SALTO,23
315820 SANTA MARIA DO SUACUI,117
315830 SANTANA DA VARGEM,49
315840 SANTANA DE CATAGUASES,39
315850 SANTANA DE PIRAPAMA,43
315860 SANTANA DO DESERTO,14
315870 SANTANA DO GARAMBEU,23
315880 SANTANA DO JACARE,33
315890 SANTANA DO MANHUACU,47
315895 SANTANA DO PARAISO,159
315900 SANTANA DO RIACHO,24
315910 SANTANA DOS MONTES,25
315920 SANTA RITA DE CALDAS,67
315930 SANTA RITA DE JACUTINGA,45
315935 SANTA RITA DE MINAS,79
315940 SANTA RITA DE IBITIPOCA,18
315950 SANTA RITA DO ITUETO,26
315960 SANTA RITA DO SAPUCAI,273
315970 SANTA ROSA DA SERRA,19
315980 SANTA VITORIA,146
315990 SANTO ANTONIO DO AMPARO,119
316000 SANTO ANTONIO DO AVENTUREIRO,26
316010 SANTO ANTONIO DO GRAMA,37
316020 SANTO ANTONIO DO ITAMBE,28
316030 SANTO ANTONIO DO JACINTO,72
316040 SANTO ANTONIO DO MONTE,148
316045 SANTO ANTONIO DO RETIRO,45
316050 SANTO ANTONIO DO RIO ABAIXO,15
316060 SANTO HIPOLITO,28
316070 SANTOS DUMONT,357
316080 SAO BENTO ABADE,24
316090 SAO BRAS DO SUACUI,30
316095 SAO DOMINGOS DAS DORES,28
316100 SAO DOMINGOS DO PRATA,122
316105 SAO FELIX DE MINAS,27
316110 SAO FRANCISCO,401
316120 SAO FRANCISCO DE PAULA,37
316130 SAO FRANCISCO DE SALES,33
316140 SAO FRANCISCO DO GLORIA,48
316150 SAO GERALDO,72
316160 SAO GERALDO DA PIEDADE,39
316165 SAO GERALDO DO BAIXIO,15
316170 SAO GONCALO DO ABAETE,37
316180 SAO GONCALO DO PARA,78
316190 SAO GONCALO DO RIO ABAIXO,59
316200 SAO GONCALO DO SAPUCAI,174
316210 SAO GOTARDO,185
316220 SAO JOAO BATISTA DO GLORIA,47
316225 SAO JOAO DA LAGOA,28
316230 SAO JOAO DA MATA,22
316240 SAO JOAO DA PONTE,173
316245 SAO JOAO DAS MISSOES,86
316250 SAO JOAO DEL REI,660
316255 SAO JOAO DO MANHUACU,54
316257 SAO JOAO DO MANTENINHA,24
316260 SAO JOAO DO ORIENTE,64
316265 SAO JOAO DO PACUI,25
316270 SAO JOAO DO PARAISO,119
316280 SAO JOAO EVANGELISTA,119
316290 SAO JOAO NEPOMUCENO,199
316292 SAO JOAQUIM DE BICAS,148
316294 SAO JOSE DA BARRA,39
316295 SAO JOSE DA LAPA,104
316300 SAO JOSE DA SAFIRA,24
316310 SAO JOSE DA VARGINHA,22
316320 SAO JOSE DO ALEGRE,32
316330 SAO JOSE DO DIVINO,16
316340 SAO JOSE DO GOIABAL,42
316350 SAO JOSE DO JACURI,50
316360 SAO JOSE DO MANTIMENTO,16
316370 SAO LOURENCO,348
316380 SAO MIGUEL DO ANTA,44
316390 SAO PEDRO DA UNIAO,39
316400 SAO PEDRO DOS FERROS,55
316410 SAO PEDRO DO SUACUI,42
316420 SAO ROMAO,45
316430 SAO ROQUE DE MINAS,57
316440 SAO SEBASTIAO DA BELA VISTA,39
316443 SAO SEBASTIAO DA VARGEM ALEGRE,19
316447 SAO SEBASTIAO DO ANTA,29
316450 SAO SEBASTIAO DO MARANHAO,63
316460 SAO SEBASTIAO DO OESTE,38
316470 SAO SEBASTIAO DO PARAISO,489
316480 SAO SEBASTIAO DO RIO PRETO,16
316490 SAO SEBASTIAO DO RIO VERDE,16
316500 SAO TIAGO,82
316510 SAO TOMAS DE AQUINO,48
316520 SAO THOME DAS LETRAS,44
316530 SAO VICENTE DE MINAS,37
316540 SAPUCAI-MIRIM,30
316550 SARDOA,42
316553 SARZEDO,146
316555 SETUBINHA,65
316556 SEM-PEIXE,24
316557 SENADOR AMARAL,30
316560 SENADOR CORTES,19
316570 SENADOR FIRMINO,73
316580 SENADOR JOSE BENTO,18
316590 SENADOR MODESTINO GONCALVES,32
316600 SENHORA DE OLIVEIRA,36
316610 SENHORA DO PORTO,27
316620 SENHORA DOS REMEDIOS,71
316630 SERICITA,52
316640 SERITINGA,16
316650 SERRA AZUL DE MINAS,17
316660 SERRA DA SAUDADE,7
316670 SERRA DOS AIMORES,72
316680 SERRA DO SALITRE,51
316690 SERRANIA,66
316695 SERRANOPOLIS DE MINAS,26
316700 SERRANOS,11
316710 SERRO,137
316720 SETE LAGOAS,1392
316730 SILVEIRANIA,10
316740 SILVIANOPOLIS,62
316750 SIMAO PEREIRA,27
316760 SIMONESIA,114
316770 SOBRALIA,53
316780 SOLEDADE DE MINAS,43
316790 TABULEIRO,20
316800 TAIOBEIRAS,182
316805 TAPARUBA,26
316810 TAPIRA,29
316820 TAPIRAI,4
316830 TAQUARACU DE MINAS,28
316840 TARUMIRIM,107
316850 TEIXEIRAS,75
316860 TEOFILO OTONI,1089
316870 TIMOTEO,528
316880 TIRADENTES,60
316890 TIROS,55
316900 TOCANTINS,133
316905 TOCOS DO MOJI,32
316910 TOLEDO,38
316920 TOMBOS,85
316930 TRES CORACOES,488
316935 TRES MARIAS,179
316940 TRES PONTAS,376
316950 TUMIRITINGA,42
316960 TUPACIGUARA,164
316970 TURMALINA,82
316980 TURVOLANDIA,43
316990 UBA,705
317000 UBAI,80
317005 UBAPORANGA,78
317010 UBERABA,2288
317020 UBERLANDIA,3806
317030 UMBURATIBA,25
317040 UNAI,478
317043 UNIAO DE MINAS,22
317047 URUANA DE MINAS,18
317050 URUCANIA,66
317052 URUCUIA,46
317057 VARGEM ALEGRE,47
317060 VARGEM BONITA,13
317065 VARGEM GRANDE DO RIO PARDO,28
317070 VARGINHA,787
317075 VARJAO DE MINAS,41
317080 VARZEA DA PALMA,216
317090 VARZELANDIA,90
317100 VAZANTE,112
317103 VERDELANDIA,53
317107 VEREDINHA,29
317110 VERISSIMO,22
317115 VERMELHO NOVO,38
317120 VESPASIANO,570
317130 VICOSA,377
317140 VIEIRAS,34
317150 MATHIAS LOBATO,19
317160 VIRGEM DA LAPA,95
317170 VIRGINIA,63
317180 VIRGINOPOLIS,75
317190 VIRGOLANDIA,35
317200 VISCONDE DO RIO BRANCO,302
317210 VOLTA GRANDE,45
317220 WENCESLAU BRAZ,19
320010 AFONSO CLAUDIO,198
320013 AGUIA BRANCA,66
320016 AGUA DOCE DO NORTE,77
320020 ALEGRE,215
320030 ALFREDO CHAVES,97
320035 ALTO RIO NOVO,55
320040 ANCHIETA,148
320050 APIACA,63
320060 ARACRUZ,453
320070 ATILIO VIVACQUA,64
320080 BAIXO GUANDU,246
320090 BARRA DE SAO FRANCISCO,275
320100 BOA ESPERANCA,94
320110 BOM JESUS DO NORTE,90
320115 BREJETUBA,50
320120 CACHOEIRO DE ITAPEMIRIM,1353
320130 CARIACICA,2171
320140 CASTELO,256
320150 COLATINA,806
320160 CONCEICAO DA BARRA,172
320170 CONCEICAO DO CASTELO,86
320180 DIVINO DE SAO LOURENCO,25
320190 DOMINGOS MARTINS,216
320200 DORES DO RIO PRETO,35
320210 ECOPORANGA,170
320220 FUNDAO,118
320225 GOVERNADOR LINDENBERG,62
320230 GUACUI,202
320240 GUARAPARI,653
320245 IBATIBA,139
320250 IBIRACU,65
320255 IBITIRAMA,44
320260 ICONHA,81
320265 IRUPI,73
320270 ITAGUACU,111
320280 ITAPEMIRIM,208
320290 ITARANA,73
320300 IUNA,163
320305 JAGUARE,152
320310 JERONIMO MONTEIRO,69
320313 JOAO NEIVA,113
320316 LARANJA DA TERRA,81
320320 LINHARES,833
320330 MANTENOPOLIS,88
320332 MARATAIZES,249
320334 MARECHAL FLORIANO,107
320335 MARILANDIA,79
320340 MIMOSO DO SUL,175
320350 MONTANHA,130
320360 MUCURICI,38
320370 MUNIZ FREIRE,105
320380 MUQUI,99
320390 NOVA VENECIA,321
320400 PANCAS,152
320405 PEDRO CANARIO,139
320410 PINHEIROS,177
320420 PIUMA,126
320425 PONTO BELO,41
320430 PRESIDENTE KENNEDY,51
320435 RIO BANANAL,82
320440 RIO NOVO DO SUL,88
320450 SANTA LEOPOLDINA,79
320455 SANTA MARIA DE JETIBA,225
320460 SANTA TERESA,156
320465 SAO DOMINGOS DO NORTE,68
320470 SAO GABRIEL DA PALHA,177
320480 SAO JOSE DO CALCADO,101
320490 SAO MATEUS,683
320495 SAO ROQUE DO CANAA,81
320500 SERRA,2353
320501 SOORETAMA,132
320503 VARGEM ALTA,105
320506 VENDA NOVA DO IMIGRANTE,112
320510 VIANA,351
320515 VILA PAVAO,52
320517 VILA VALERIO,84
320520 VILA VELHA,2666
320530 VITORIA,1921
330010 ANGRA DOS REIS,1028
330015 APERIBE,88
330020 ARARUAMA,1060
330022 AREAL,89
330023 ARMACAO DOS BUZIOS,215
330025 ARRAIAL DO CABO,221
330030 BARRA DO PIRAI,836
330040 BARRA MANSA,1367
330045 BELFORD ROXO,3318
330050 BOM JARDIM,195
330060 BOM JESUS DO ITABAPOANA,311
330070 CABO FRIO,1402
330080 CACHOEIRAS DE MACACU,391
330090 CAMBUCI,117
330093 CARAPEBUS,98
330095 COMENDADOR LEVY GASPARIAN,59
330100 CAMPOS DOS GOYTACAZES,3944
330110 CANTAGALO,183
330115 CARDOSO MOREIRA,88
330120 CARMO,139
330130 CASIMIRO DE ABREU,273
330140 CONCEICAO DE MACABU,154
330150 CORDEIRO,166
330160 DUAS BARRAS,70
330170 DUQUE DE CAXIAS,6281
330180 ENGENHEIRO PAULO DE FRONTIN,132
330185 GUAPIMIRIM,379
330187 IGUABA GRANDE,216
330190 ITABORAI,1665
330200 ITAGUAI,901
330205 ITALVA,100
330210 ITAOCARA,243
330220 ITAPERUNA,789
330225 ITATIAIA,177
330227 JAPERI,701
330230 LAJE DO MURIAE,76
330240 MACAE,1232
330245 MACUCO,62
330250 MAGE,1969
330260 MANGARATIBA,311
330270 MARICA,1039
330280 MENDES,171
330285 MESQUITA,1400
330290 MIGUEL PEREIRA,221
330300 MIRACEMA,249
330310 NATIVIDADE,154
330320 NILOPOLIS,1486
330330 NITEROI,4401
330340 NOVA FRIBURGO,1563
330350 NOVA IGUACU,6286
330360 PARACAMBI,413
330370 PARAIBA DO SUL,306
330380 PARATY,239
330385 PATY DO ALFERES,221
330390 PETROPOLIS,2618
330395 PINHEIRAL,163
330400 PIRAI,188
330410 PORCIUNCULA,137
330411 PORTO REAL,141
330412 QUATIS,96
330414 QUEIMADOS,1119
330415 QUISSAMA,131
330420 RESENDE,876
330430 RIO BONITO,424
330440 RIO CLARO,130
330450 RIO DAS FLORES,86
330452 RIO DAS OSTRAS,736
330455 RIO DE JANEIRO,55046
330460 SANTA MARIA MADALENA,63
330470 SANTO ANTONIO DE PADUA,368
330475 SAO FRANCISCO DE ITABAPOANA,290
330480 SAO FIDELIS,318
330490 SAO GONCALO,7543
330500 SAO JOAO DA BARRA,331
330510 SAO JOAO DE MERITI,3733
330513 SAO JOSE DE UBA,49
330515 SAO JOSE DO VALE DO RIO PRETO,158
330520 SAO PEDRO DA ALDEIA,615
330530 SAO SEBASTIAO DO ALTO,67
330540 SAPUCAIA,144
330550 SAQUAREMA,617
330555 SEROPEDICA,578
330560 SILVA JARDIM,177
330570 SUMIDOURO,91
330575 TANGUA,225
330580 TERESOPOLIS,1294
330590 TRAJANO DE MORAES,85
330600 TRES RIOS,608
330610 VALENCA,621
330615 VARRE-SAI,72
330620 VASSOURAS,304
330630 VOLTA REDONDA,2050
350010 ADAMANTINA,307
350020 ADOLFO,43
350030 AGUAI,298
350040 AGUAS DA PRATA,66
350050 AGUAS DE LINDOIA,156
350055 AGUAS DE SANTA BARBARA,41
350060 AGUAS DE SAO PEDRO,31
350070 AGUDOS,264
350075 ALAMBARI,34
350080 ALFREDO MARCONDES,34
350090 ALTAIR,23
350100 ALTINOPOLIS,117
350110 ALTO ALEGRE,32
350115 ALUMINIO,89
350120 ALVARES FLORENCE,25
350130 ALVARES MACHADO,154
350140 ALVARO DE CARVALHO,31
350150 ALVINLANDIA,14
350160 AMERICANA,1382
350170 AMERICO BRASILIENSE,190
350180 AMERICO DE CAMPOS,43
350190 AMPARO,537
350200 ANALANDIA,25
350210 ANDRADINA,465
350220 ANGATUBA,168
350230 ANHEMBI,31
350240 ANHUMAS,31
350250 APARECIDA,288
350260 APARECIDA D'OESTE,41
350270 APIAI,169
350275 ARACARIGUAMA,103
350280 ARACATUBA,1511
350290 ARACOIABA DA SERRA,226
350300 ARAMINA,39
350310 ARANDU,47
350315 ARAPEI,20
350320 ARARAQUARA,1692
350330 ARARAS,933
350335 ARCO-IRIS,16
350340 AREALVA,75
350350 AREIAS,37
350360 AREIOPOLIS,69
350370 ARIRANHA,78
350380 ARTUR NOGUEIRA,266
350390 ARUJA,487
350395 ASPASIA,13
350400 ASSIS,745
350410 ATIBAIA,1009
350420 AURIFLAMA,120
350430 AVAI,26
350440 AVANHANDAVA,78
350450 AVARE,625
350460 BADY BASSITT,125
350470 BALBINOS,11
350480 BALSAMO,71
350490 BANANAL,76
350500 BARAO DE ANTONINA,25
350510 BARBOSA,48
350520 BARIRI,268
350530 BARRA BONITA,290
350535 BARRA DO CHAPEU,30
350540 BARRA DO TURVO,37
350550 BARRETOS,1029
350560 BARRINHA,162
350570 BARUERI,1819
350580 BASTOS,127
350590 BATATAIS,423
350600 BAURU,2672
350610 BEBEDOURO,622
350620 BENTO DE ABREU,24
350630 BERNARDINO DE CAMPOS,104
350635 BERTIOGA,296
350640 BILAC,60
350650 BIRIGUI,768
350660 BIRITIBA-MIRIM,199
350670 BOA ESPERANCA DO SUL,107
350680 BOCAINA,75
350690 BOFETE,71
350700 BOITUVA,313
350710 BOM JESUS DOS PERDOES,129
350715 BOM SUCESSO DE ITARARE,20
350720 BORA,8
350730 BORACEIA,45
350740 BORBOREMA,121
350745 BOREBI,11
350750 BOTUCATU,1009
350760 BRAGANCA PAULISTA,1138
350770 BRAUNA,47
350775 BREJO ALEGRE,21
350780 BRODOWSKI,153
350790 BROTAS,180
350800 BURI,135
350810 BURITAMA,126
350820 BURITIZAL,36
350830 CABRALIA PAULISTA,25
350840 CABREUVA,234
350850 CACAPAVA,595
350860 CACHOEIRA PAULISTA,242
350870 CACONDE,135
350880 CAFELANDIA,155
350890 CAIABU,33
350900 CAIEIRAS,501
350910 CAIUA,39
350920 CAJAMAR,406
350925 CAJATI,180
350930 CAJOBI,82
350940 CAJURU,168
350945 CAMPINA DO MONTE ALEGRE,43
350950 CAMPINAS,6760
350960 CAMPO LIMPO PAULISTA,470
350970 CAMPOS DO JORDAO,358
350980 CAMPOS NOVOS PAULISTA,43
350990 CANANEIA,98
350995 CANAS,29
351000 CANDIDO MOTA,225
351010 CANDIDO RODRIGUES,29
351015 CANITAR,28
351020 CAPAO BONITO,333
351030 CAPELA DO ALTO,127
351040 CAPIVARI,326
351050 CARAGUATATUBA,798
351060 CARAPICUIBA,1912
351070 CARDOSO,108
351080 CASA BRANCA,287
351090 CASSIA DOS COQUEIROS,19
351100 CASTILHO,134
351110 CATANDUVA,1069
351120 CATIGUA,55
351130 CEDRAL,74
351140 CERQUEIRA CESAR,143
351150 CERQUILHO,265
351160 CESARIO LANGE,119
351170 CHARQUEADA,104
351190 CLEMENTINA,48
351200 COLINA,145
351210 COLOMBIA,66
351220 CONCHAL,188
351230 CONCHAS,169
351240 CORDEIROPOLIS,157
351250 COROADOS,30
351260 CORONEL MACEDO,31
351270 CORUMBATAI,22
351280 COSMOPOLIS,353
351290 COSMORAMA,55
351300 COTIA,1265
351310 CRAVINHOS,193
351320 CRISTAIS PAULISTA,48
351330 CRUZALIA,18
351340 CRUZEIRO,567
351350 CUBATAO,712
351360 CUNHA,166
351370 DESCALVADO,258
351380 DIADEMA,2132
351385 DIRCE REIS,22
351390 DIVINOLANDIA,117
351400 DOBRADA,52
351410 DOIS CORREGOS,229
351420 DOLCINOPOLIS,18
351430 DOURADO,72
351440 DRACENA,373
351450 DUARTINA,112
351460 DUMONT,56
351470 ECHAPORA,63
351480 ELDORADO,91
351490 ELIAS FAUSTO,102
351492 ELISIARIO,22
351495 EMBAUBA,19
351500 EMBU DAS ARTES,1365
351510 EMBU-GUACU,514
351512 EMILIANOPOLIS,25
351515 ENGENHEIRO COELHO,70
351518 ESPIRITO SANTO DO PINHAL,367
351519 ESPIRITO SANTO DO TURVO,28
351520 ESTRELA D'OESTE,66
351530 ESTRELA DO NORTE,16
351535 EUCLIDES DA CUNHA PAULISTA,69
351540 FARTURA,118
351550 FERNANDOPOLIS,552
351560 FERNANDO PRESTES,35
351565 FERNAO,16
351570 FERRAZ DE VASCONCELOS,929
351580 FLORA RICA,21
351590 FLOREAL,26
351600 FLORIDA PAULISTA,99
351610 FLORINIA,30
351620 FRANCA,2042
351630 FRANCISCO MORATO,826
351640 FRANCO DA ROCHA,833
351650 GABRIEL MONTEIRO,21
351660 GALIA,59
351670 GARCA,424
351680 GASTAO VIDIGAL,25
351685 GAVIAO PEIXOTO,30
351690 GENERAL SALGADO,98
351700 GETULINA,93
351710 GLICERIO,32
351720 GUAICARA,74
351730 GUAIMBE,46
351740 GUAIRA,306
351750 GUAPIACU,115
351760 GUAPIARA,119
351770 GUARA,138
351780 GUARACAI,65
351790 GUARACI,86
351800 GUARANI D'OESTE,16
351810 GUARANTA,42
351820 GUARARAPES,287
351830 GUARAREMA,191
351840 GUARATINGUETA,935
351850 GUAREI,86
351860 GUARIBA,268
351870 GUARUJA,1937
351880 GUARULHOS,7369
351885 GUATAPARA,63
351890 GUZOLANDIA,40
351900 HERCULANDIA,54
351905 HOLAMBRA,68
351907 HORTOLANDIA,1127
351910 IACANGA,81
351920 IACRI,43
351925 IARAS,38
351930 IBATE,175
351940 IBIRA,92
351950 IBIRAREMA,49
351960 IBITINGA,416
351970 IBIUNA,513
351980 ICEM,51
351990 IEPE,59
352000 IGARACU DO TIETE,160
352010 IGARAPAVA,256
352020 IGARATA,55
352030 IGUAPE,256
352040 ILHABELA,122
352042 ILHA COMPRIDA,114
352044 ILHA SOLTEIRA,155
352050 INDAIATUBA,1243
352060 INDIANA,48
352070 INDIAPORA,36
352080 INUBIA PAULISTA,33
352090 IPAUSSU,100
352100 IPERO,131
352110 IPEUNA,39
352115 IPIGUA,27
352120 IPORANGA,35
352130 IPUA,85
352140 IRACEMAPOLIS,112
352150 IRAPUA,64
352160 IRAPURU,65
352170 ITABERA,138
352180 ITAI,176
352190 ITAJOBI,146
352200 ITAJU,26
352210 ITANHAEM,824
352215 ITAOCA,31
352220 ITAPECERICA DA SERRA,913
352230 ITAPETININGA,1013
352240 ITAPEVA,637
352250 ITAPEVI,1146
352260 ITAPIRA,660
352265 ITAPIRAPUA PAULISTA,28
352270 ITAPOLIS,367
352280 ITAPORANGA,115
352290 ITAPUI,97
352300 ITAPURA,28
352310 ITAQUAQUECETUBA,1715
352320 ITARARE,386
352330 ITARIRI,101
352340 ITATIBA,682
352350 ITATINGA,113
352360 ITIRAPINA,86
352370 ITIRAPUA,48
352380 ITOBI,55
352390 ITU,1059
352400 ITUPEVA,230
352410 ITUVERAVA,340
352420 JABORANDI,45
352430 JABOTICABAL,536
352440 JACAREI,1451
352450 JACI,33
352460 JACUPIRANGA,107
352470 JAGUARIUNA,270
352480 JALES,404
352490 JAMBEIRO,32
352500 JANDIRA,547
352510 JARDINOPOLIS,249
352520 JARINU,177
352530 JAU,1122
352540 JERIQUARA,32
352550 JOANOPOLIS,90
352560 JOAO RAMALHO,33
352570 JOSE BONIFACIO,216
352580 JULIO MESQUITA,40
352585 JUMIRIM,17
352590 JUNDIAI,2659
352600 JUNQUEIROPOLIS,157
352610 JUQUIA,138
352620 JUQUITIBA,192
352630 LAGOINHA,39
352640 LARANJAL PAULISTA,218
352650 LAVINIA,59
352660 LAVRINHAS,39
352670 LEME,646
352680 LENCOIS PAULISTA,406
352690 LIMEIRA,1980
352700 LINDOIA,44
352710 LINS,594
352720 LORENA,688
352725 LOURDES,18
352730 LOUVEIRA,201
352740 LUCELIA,158
352750 LUCIANOPOLIS,14
352760 LUIS ANTONIO,48
352770 LUIZIANIA,41
352780 LUPERCIO,31
352790 LUTECIA,19
352800 MACATUBA,119
352810 MACAUBAL,74
352820 MACEDONIA,37
352830 MAGDA,25
352840 MAIRINQUE,308
352850 MAIRIPORA,549
352860 MANDURI,73
352870 MARABA PAULISTA,25
352880 MARACAI,97
352885 MARAPOAMA,17
352890 MARIAPOLIS,35
352900 MARILIA,1595
352910 MARINOPOLIS,25
352920 MARTINOPOLIS,228
352930 MATAO,576
352940 MAUA,2176
352950 MENDONCA,30
352960 MERIDIANO,27
352965 MESOPOLIS,10
352970 MIGUELOPOLIS,155
352980 MINEIROS DO TIETE,102
352990 MIRACATU,170
353000 MIRA ESTRELA,22
353010 MIRANDOPOLIS,204
353020 MIRANTE DO PARANAPANEMA,134
353030 MIRASSOL,413
353040 MIRASSOLANDIA,33
353050 MOCOCA,561
353060 MOGI DAS CRUZES,2576
353070 MOGI GUACU,1028
353080 MOGI MIRIM,698
353090 MOMBUCA,21
353100 MONCOES,18
353110 MONGAGUA,469
353120 MONTE ALEGRE DO SUL,60
353130 MONTE ALTO,404
353140 MONTE APRAZIVEL,189
353150 MONTE AZUL PAULISTA,165
353160 MONTE CASTELO,35
353170 MONTEIRO LOBATO,28
353180 MONTE MOR,341
353190 MORRO AGUDO,154
353200 MORUNGABA,81
353205 MOTUCA,24
353210 MURUTINGA DO SUL,40
353215 NANTES,13
353220 NARANDIBA,25
353230 NATIVIDADE DA SERRA,69
353240 NAZARE PAULISTA,109
353250 NEVES PAULISTA,74
353260 NHANDEARA,93
353270 NIPOA,38
353280 NOVA ALIANCA,54
353282 NOVA CAMPINA,44
353284 NOVA CANAA PAULISTA,20
353286 NOVA CASTILHO,7
353290 NOVA EUROPA,73
353300 NOVA GRANADA,157
353310 NOVA GUATAPORANGA,24
353320 NOVA INDEPENDENCIA,19
353325 NOVAIS,22
353330 NOVA LUZITANIA,23
353340 NOVA ODESSA,381
353350 NOVO HORIZONTE,324
353360 NUPORANGA,48
353370 OCAUCU,33
353380 OLEO,22
353390 OLIMPIA,403
353400 ONDA VERDE,37
353410 ORIENTE,60
353420 ORINDIUVA,31
353430 ORLANDIA,236
353440 OSASCO,4418
353450 OSCAR BRESSANE,24
353460 OSVALDO CRUZ,284
353470 OURINHOS,818
353475 OUROESTE,69
353480 OURO VERDE,52
353490 PACAEMBU,122
353500 PALESTINA,89
353510 PALMARES PAULISTA,61
353520 PALMEIRA D'OESTE,81
353530 PALMITAL,201
353540 PANORAMA,106
353550 PARAGUACU PAULISTA,342
353560 PARAIBUNA,113
353570 PARAISO,42
353580 PARANAPANEMA,130
353590 PARANAPUA,42
353600 PARAPUA,92
353610 PARDINHO,43
353620 PARIQUERA-ACU,142
353625 PARISI,17
353630 PATROCINIO PAULISTA,103
353640 PAULICEIA,51
353650 PAULINIA,448
353657 PAULISTANIA,14
353660 PAULO DE FARIA,63
353670 PEDERNEIRAS,331
353680 PEDRA BELA,48
353690 PEDRANOPOLIS,19
353700 PEDREGULHO,95
353710 PEDREIRA,311
353715 PEDRINHAS PAULISTA,27
353720 PEDRO DE TOLEDO,76
